title,category,image_url,ingredients,instructions
Krem buraczany z mlekiem kokosowym,Zupy,https://www.jadlonomia.com/wp-content/uploads/2014/02/IMG_6180-600x900.jpg,"3 duże buraki; 2 cm świeżego imbiru 2 ząbki czosnku mały kawałek świeżej papryczki chili lub szczypta chili w proszku 2 – 3 łyżki oleju; 1 puszka mleczka kokosowego (400 ml) 1 ½ szklanki wody 1 łyżeczka sosu sojowego, opcjonalnie sól i pieprz; 2 łyżki soku z limonki do podania: świeża natka kolendry lub pietruszki, mały kawałek buraka pokrojony w paseczki, opcjonalnie też podsmażone tofu","Piekarnik rozgrzać do 200 stopni. Buraki wyszorować, nie obierać i zawinąć w folię aluminiową. Piec przez 60 – 80 minut.
Upieczone buraki rozwinąć z folii. Odciąć im korzonki, przekroić na pół i pokroić w plasterki. Ćwiartkę buraka zostawić i pokroić w cienkie paseczki, przyda się na koniec.
Imbir, czosnek i papryczkę chili niedbale posiekać. Na dnie dużego garnka rozgrzać olej, dodać czosnek, posiekany imbir i papryczkę chili (jeśli używacie chili w proszku dodać je na koniec, już po zmiksowaniu kremu). Podsmażać wszystko przez 1 minutę.
Następnie dodać pokrojone buraki i wszystko dokładnie wymieszać. Następnie dodać mleko kokosowe, wodę, sos sojowy, pół łyżeczki soli i gotować przez 10 – 15 minut na niewielkim ogniu.
Zupę zmiksować na gładki krem, w razie potrzeby dodać więcej wody. Doprawić do smaku solą, pieprzem i sokiem z limonki. Podać bardzo gorące z natką pietruszki lub kolendry oraz z cienkimi paseczkami buraka. Dobrze smakuje też z podsmażonym tofu."
Krem lobio,Zupy,https://www.jadlonomia.com/wp-content/uploads/2014/01/MG_9521-600x900.jpg,"2 puszki czerwonej fasoli lub 1 szklanka suchej fasoli, namoczonej i ugotowanej do miękkości 1 szklanka soku z granatów 1 ½ szklanki wody 1 czerwona papryka, pokrojona w grubą kostkę 1 nieduża marchewka, pokrojona w cienkie talarki 1 malutka pietruszka, pokrojona w cienkie talarki 1 cebula, pokrojona w kostkę 1 – 2 ząbki czosnku, posiekane 1 łyżeczka słodkiej papryki ½ łyżeczki ostrej papryki mała garść świeżej kolendry sól i pieprz olej do smażenia oraz do podania: ¼ szklanki orzechów włoskich, uprażonych na suchej patelni i posiekanych + garść kolendry","Na dnie dużego garnka rozgrzać olej, dodać cebulę i chwilę poddusić, następnie dodać pozostałe świeże warzywa, czosnek oraz paprykę słodką i ostrą. Wymieszać i dusić na niewielkim ogniu 5 minut.
Fasolę odcedzić, opłukać i dodać do warzyw razem ze świeżą kolendrą. Wszystko dokładnie wymieszać, kiedy kolendra zwiędnie wlać wodę oraz sok z granatów.
Gotować na małym ogniu przez około 20 – 25 minut. Zmiksować na niezbyt gładki krem, jeśli jest za gęsta dodać odrobinę więcej wody, doprawić do smaku solą i pieprzem. Rozlać do miseczek, posypać prażonymi orzechami i liśćmi kolendry."
Harira,Zupy,https://www.jadlonomia.com/wp-content/uploads/2014/01/MG_9082-600x900.jpg,"1 szklanka ciecierzycy z puszki lub ½ szklanki ciecierzycy namoczonej przez noc i ugotowanej do miękkości ½ szklanki czerwonej soczewicy 1 szklanka zielonej soczewicy 1 szklanka passaty pomidorowej lub przecieru pomidorowego 1 puszka krojonych pomidorów 1 cebula 1 mała marchewka 2 litry wody 2 łyżeczki kuminu 1 łyżeczka imbiru 1 łyżeczka cynamonu 1 łyżeczka ostrej papryki ½ łyżeczki słodkiej papryki ½ łyżeczki nasion kolendry 2 ziarna ziela angielskiego pęczek kolendry, czyli około 1/2 szklanki zgrzebnie pociętych liści i łodyżek kolendry kilka gałązek pietruszki olej do smażenia sól oraz do podania: kilka ćwiartek limonki lub cytryny i daktyle","Cebulę i marchewkę obrać, a następnie pokroić w kostkę. Na dnie dużego garnka rozgrzać olej, dodać pokrojone warzywa, wymieszać i dodać wszystkie przyprawy.
Podsmażać przez około 5 minut na niewielkim ogniu. Następnie dodać pomidory razem z przecierem i wszystko dokładnie wymieszać, smażyć kolejne 5 minut.
Na sam koniec dodać soczewice, wszystko porządnie wymieszać i wlać wodę. Dodać 2 łyżeczki soli, posiekaną pietruszkę oraz kolendrę (razem z łodyżkami!).  Przykryć, gotować około 20 – 30 minut od momentu zagotowania się wody – czerwona soczewica powinna się rozpaść, a zielona wciąż być w całych ziarenkach. Wtedy należy dodać ciecierzycę i gotować kolejne 2 -3 minuty. Na koniec spróbować, doprawić do smaku solą.
Podawać bardzo gorące, najlepiej z daktylami i limonką – limonką należy skropić zupę, a następnie jeść ją przegryzając daktylami."
Barszcz wigilijny bez zakwasu,Zupy,https://www.jadlonomia.com/wp-content/uploads/2013/12/barszcz_intro-600x900.jpg,4 duże buraki 2 łodygi selera naciowego 1 kwaśne jabłko 1 marchew 1 pietruszka ½ pora 2 całe ząbki czosnku 5 ziaren ziela angielskiego 4 ziarna pieprzu 2 goździki 4 suszone grzyby 2 suszone śliwki 2 łyżki majeranku 1 łyżka oleju z pestek winogron 100 ml soku z porzeczek 2 łyżki dobrego octu winnego sól i pieprz,"Umyj wszystkie warzywa, nie obieraj ich. Zetrzyj buraki, jabłka pokrój na ćwiartki i wytnij gwiazda nasienne.
Włóż wszystkie składniki oprócz majeranku, soli, octu i soku z porzeczek do garnka. Wlej 2,5 – 3 litry zimnej wody, przykryj i zacznij gotować.
Kiedy woda zacznie bulgotać, zmniejsz ogień i gotuj na najmniejszym możliwym palniku przez godzinę. Dodaj majeranek, sok z porzeczek, ocet i zostaw na noc.
Następnego ranka odcedź zupę porządnie odciskając warzywa z garnka tak, aby oddały jak najwięcej soków.
Podgrzej czysty barszcz, dopraw do smaku solą, świeżo zmielonym pieprzem i majerankiem. Podawaj gorący z uszkami lub czysty."
Ziemniaczany krem z porów i gruszki,Zupy,https://www.jadlonomia.com/wp-content/uploads/2013/10/MG_5683-600x900.jpg,"2 pory z długimi białymi częściami 2 średniej wielkości mączyste ziemniaki lub 1 duży, obrane i pokrojone w kostkę 1 dojrzała gruszka, obrana i pokrojona w kostkę około 1,2 l bulionu warzywnego gałka muszkatołowa sól i pieprz delikatny olej do smażenia do podania grzanki, prażone migdały lub łyżka ulubionej delikatnej kaszy","Białe części pora pokroić w talarki, reszta nie będzie potrzebna do przygotowania tego przepisu i można ją wykorzystać na przykład na bulion. Na dnie garnka rozgrzać kilka łyżek oleju i dodać porowe talarki, dusić na małym ogniu do czasu, aż por zacznie robić się miękki i szklisty. Wtedy dodać gruszkę i dusić wszystko razem przez kolejnych kilka minut.
Kiedy gruszka zacznie się rozpadać, dodać ziemniaki, wszystko dokładnie wymieszać i wlać gorący bulion. Gotować na małym ogniu do czasu, aż ziemniaki zaczną się rozpadać.
Ugotowane w bulionie warzywa zmiksować ręcznym blenderem, doprawić odrobiną gałki oraz solą i pieprzem do smaku. Podawać skropione dobrym olejem i z ulubionymi dodatkami, ja zjadłam z komosą ryżową."
Krem z pieczonych pomidorów z kokosem,Zupy,https://www.jadlonomia.com/wp-content/uploads/2013/09/MG_4533-600x900.jpg,"2 kg dojrzałych pomidorów 1 duża marchewka ½ szklanki soli, najlepiej gruboziarnistej oliwa z oliwek 1 duża cebula 1 litr bulionu warzywnego ½ łyżeczki brązowego cukru ½ łyżeczki cynamonu ⅛ łyżeczki kardamonu wiórki kokosowe czarnuszka sól","Piekarnik rozgrzać do 150 stopni. Dużą blachę wyłożyć papierem do pieczenia, następnie wysypać na papier sól i równomiernie rozprowadzić po blasze.
Wyciąć pomidorom gniazda nasienne, przekroić je na pół i ułożyć na blaszeskórką do dołurazem z marchewką. Skropić delikatnie oliwą i piec przez 30 – 40 minut.
Gorące pomidory wyjąć na blat i ostudzić, sól z blachy wyrzucić. W międzyczasie cebulę pokroić w kostkę, na dnie dużego garnka rozgrzać dwie łyżki oliwy i podsmażać cebulę przez 2 – 3 minuty.
Pomidory przełożyć do miski i zdjąć skórki, następnie obrane pomidory oraz cały sok przelać do zeszklonej cebulki. Upieczoną marchew pokroić w plasterki i dodać do garnka razem z kardamonem, cynamonem oraz cukrem. Wlać bulion, dokładnie wymieszać i wszystko dusić na bardzo małym ogniu przez przynajmniej 30 minut, a najlepiej przez 1 godzinę.
Uduszone warzywa zmiksować mikserem na gładki krem, jeśli będzie za gęsty dodać jeszcze trochę wody. Podawać z kokosem, czarnuszką i skropiony odrobiną oliwy."
Gazpacho z kolendrą,Zupy,https://www.jadlonomia.com/wp-content/uploads/2013/08/MG_3563-600x900.jpg,"2 kg bardzo dojrzałych pomidorów 3 ogórki gruntowe ½ papryki czerwonej ½ czerwonej cebuli ⅓ szklanki oliwy 1 łyżeczka wędzonej papryki ½ – 1 łyżeczka syropu z agawy kawałek papryczki chili lub szczypta pieprzu cayenne sok z jednej limonki sól i pieprz; do podania: świeża kolendra, oliwa z oliwek, opcjonalnie pokrojona drobno papryka","Pomidory pokroić na ćwiartki i wrzucić do dużej miski lub garnka. Ogórki obrać i pokroić na ćwiartki, paprykę pokroić na mniejsze kawałki i dodać do pomidorów razem ze wszsytkimi składnikami. Wszystko zmiksować blenderem na bardzo gładki, aksamitny krem.
Dodać do smaku sól, pieprz lub więcej chili, a jeśli chłodnik jest lekko kwaśny, dodać też więcej syropu z agawy. Po doprawieniu porządnie zmiksować i schłodzić w lodówce przez przynajmniej godzinę. Podawać posypany świeżą kolendrą, skropiony oliwą i posypany odrobiną wędzonej papryki, najlepiej jeszcze z łyżką pokrojonych w drobną kostkę ogórków i papryki."
Krem curry z kalafiora,Zupy,https://www.jadlonomia.com/wp-content/uploads/2013/08/MG_34191-600x900.jpg,"1 cebula 1 ziemniak 1 kalafior ½ łyżeczki kminu rzymskiego ½ łyżeczki imbiru ¼ łyżeczki chili ¼ łyżeczki kurkumy szczypta kardamonu szczypta cynamonu olej do smażenia, ja użyłam oleju z pestek winogron; 1 ½ l bulionu warzywnego sól do podania: wędzona papryka, dobry olej, świeża kolendra","Cebulę pokroić w pióra, ziemniaka obrać i pokroić w drobną kostkę. Na dnie garnka rozgrzać kilka łyżek oleju i dodać cebulę oraz ziemniaki. Chwilę podsmażyć, następnie dodać wszystkie przyprawy i podsmażać na małym ogniu przez 4-6 minut.
W międzyczasie kalafiora podzielić na bardzo małe różyczki. Dodać do warzyw, wymieszać i zalać wszystko bulionem. Gotować pod przykryciem przez około 15 minut lub do czasu, aż kalafior będzie miękki.
Ugotowane warzywa zmiksować na gładki krem, doprawić solą i rozlać do misek. Podawać skropione olejem, posypane wędzoną papryką i świeżą kolendrą."
Krem z marchewki i rabarbaru,Zupy,https://www.jadlonomia.com/wp-content/uploads/2013/07/MG_0701-600x900.png,"500 g młodej marchewki 100 g rabarbaru 50 g czerwonej soczewicy 1,25 – 1,5 l delikatnego bulionu mały kawałek imbiru sól i pieprz oliwa","Marchew obrać i pokroić w grube talarki. Rabarbar pokroić w cienkie plasterki, imbir posiekać.
W garnku zagotować bulion, dodać marchew, rabarbar oraz soczewicę. Gotować wszystko na małym ogniu do czasu, aż soczewica zacznie się rozpadać, a warzywa będą miękkie. Dodać imbir i zmiksować na gładki krem, w razie potrzeby dodać więcej bulionu, żeby uzyskać ulubioną konsystencję. Doprawić solą i pieprzem do smaku.
Podawać skropiony oliwą i posypany pieprzem, dobrze smakuje z kilkoma liśćmi świeżej mięty, kolendry lub pietruszki."
Dal z rabarbarem,Zupy,,,
Krem z młodej kapusty i porów,Zupy,https://www.jadlonomia.com/wp-content/uploads/2013/06/MG_0406-600x900.png,"½ główki młodej kapusty 2 młode pory, biała część pęczek koperku łyżka soku z cytryny bulion warzywny sól i pieprz oliwa z oliwek lub olej","Białe części porów pokroić w talarki. Na dnie garnka z grubym dnem rozgrzać oliwę, dodać pory i dusić je na małym ogniu.
W międzyczasie posiekać drobno kapustę i kiedy pory zaczną się szklić, dodać kapustę do garnka. Delikatnie wymieszać warzywa i zalać je bulionem warzywnym do wysokości kapusty, gotować pod przykryciem na małym ogniu przez 8 – 10 minut. Po tym czasie sprawdzić czy kapusta jest miękka i zdjąć garnek z ognia.
Do zupy dodać pęczek koperku, sok z cytryny i wszystko zmiksować na gładki krem. Doprawić do smaku solą i pieprzem, jeść posypane zieleniną oraz skropione odrobiną oliwy."
Wiosenny krem z kalarepy,Zupy,https://www.jadlonomia.com/wp-content/uploads/2013/04/MG_8269-600x900.png,"3 małe kalarepki 2 białe części niedużych, młodych porów 1 – 2 litry delikatnego bulionu warzywnego 3 łyżeczki soku z cytryny 2 – 3 czubate łyżeczki dobrego chrzanu sól i biały pieprz szczypta cukru olej; Składniki na olej koprowy: pęczek koperku ⅓ szklanki oliwy sól i czarny pieprz","Pory pokroić w talarki. Na dnie dużego garnka z grubym dnem rogrzać kilka łyżek oleju, dodać pory i smażyć je 6 – 10 minut na niedużym ogniu, aż do momentu kiedy będą miękkie i przezroczyste.
W międzyczasie kalarepki obrać, pokroić w plasterki. Dodać do miękkich porów zalać 1 litrem bulionu, wsypać szczyptę cukru i gotować do miękkości kalarepek, czyli około 10 – 15 minut. Kalarepki powinny być miękkie, ale nie rozgotowane. Zupę zmiksować, dodać stopniowo resztę bulionu, chrzan, sok z cytryny i doprawić solą oraz białym pieprzem.
Koperek posiekać na mniejsze kawałki, zalać oliwą, dodać sól i pieprz a następnie zblendować na gładką emulsję. Zupę jeść polaną kilkoma łyżkami oleju koprowego i ze świeżo mielonymi pieprzem."
Wegetariańska zupa Pho,Zupy,https://www.jadlonomia.com/wp-content/uploads/2013/03/MG_6744-600x900.jpg,"Składniki na wywar: 2,5 litra zimnej wody 2 duże cebule 50 g korzenia imbiru 4 marchewki ½ małego selera ¼ korzenia pietruszki 3 łodygi selera naciowego 1 duża gwiazdka anyżu lub 2 mniejsze 1 laska cynamonu 7 goździków 1 łyżeczka ziaren kopru włoskiego 1 łyżeczka ziaren kolendry mały kawałek papryczki bez pestek 5 -8 łyżek sosu sojowego 2-3 łyżeczki brązowego cukru sól łyżeczka oleju; Do podania: 2 opakowania makaronu ryżowego, grubego ryżowego (phở) 2 opakowania boczniaków 2 kostki tofu 2-3 limonki mała papryczka chili po garści: świeżej mięty, świeżej kolendry, świeżej dymki i kiełków olej do smażenia","Piekarnik rozgrzać do 225 stopni. Cebule i imbir wyszorować, a następnie przekroić na pół. Ułożyć warzywa na blasze do pieczenia skórą do dołu i delikatnie posmarować wierzch warzyw łyżeczką oleju. Wsunąć warzywa do piekarnika na najwyższą półkę i piec przez około 10 minut lub do momentu, aż cebule i imbir nie będą mocno spieczone.
Pozostałe warzywa obrać i zostawić w całości. Do dużego garnka dodać warzywa, spieczone cebule i imbir oraz wszystkie przyprawy poza cukrem, solą i sosem sojowym. Zalać wodą i gotować na bardzo małym ogniu przez przynajmniej 3-4 godziny.
Gotowy wywar odcedzić, wyciskając warzywa aby uzyskać tak dużo płynu, jak tylko się da.
Teraz najważniejszy moment, czyli doprawienie gotowego wywaru. Wlać sos sojowy, dodać 2 łyżeczki soli i spróbować. Następnie dodawać po sporej szczypcie soli oraz po sporej szczypcie brązowego cukru, dopóty, dopóki bulion nie będzie miał idealnej głębi smaku. W razie potrzeby dodać też kilka łyżek sosu sojowego więcej. Bulion powinien być pełen umami, słony, aromatyczny z głębokim, lekko słodkawym smakiem.
Przygotować dodatki do zupy: boczniaki pokroić w cienkie paski, tofu pokroić w grube paski i podsmażyć wszystko na patelni na małej ilości oleju. Gruby makaron ryżowy przygotować zgodnie ze wskazaniami na opakowaniu.
Do każdej czarki nałożyć sporo makaronu ryżowego, paski boczniaków oraz tofu i wszystko zalać gorącym bulionem. Podawać ze świeżymi ziołami, kiełkami, ćwiartkami limonki i kilkoma paseczkami chili."
Penne z bakłażanem,Zupy,,,
Domowe kostki bulionowe,Zupy,https://www.jadlonomia.com/wp-content/uploads/2013/03/MG_4193-600x900.jpg,4 cebule w łupinie 1 seler 2 łodygi selera naciowego 5 marchewek 3 liście pora 3 korzenie pietruszki 4 ząbki czosnki w łupinie 4 łyżeczki płatków drożdżowych 1 płaska łyżka soli 10 ziaren pieprzu 3 liście laurowe 4 ziarna ziela angielskiego 4 litry wody,"Cebule umyć i obrać, łupin nie wyrzucać. Każdą nadziać na widelec i opalać nad palnikiem gazowym, tak długo, aż będą porządnie przypieczone z każdej strony.
Do bardzo dużego garnka dodać wszystkie składniki wraz z łupinami cebul, wlać cztery litry zimnej wody i gotować na średnim ogniu. Kiedy wywar zacznie lekko bulgotać zmniejszyć ogień i gotować na minimalnym ogniu przez przynajmniej 3 godziny. Bulion powinien lekko mrugać, ale w żadnym wypadku nie gotować się.
Gotowy bulion odcedzić, wygotowane warzywa wyrzucić. Przy pomocy lejka przelać bulion do woreczków na kostki do lodu. Z podanej ilości otrzymamy około pięciu woreczków, czyli około 125 kostek bulionowych. Delikatnie włożyć napełnione woreczki do zamrażarki, dodawać do gotującej się zupy od dwóch do pięciu kostek."
