title,image_url,ingredients,instructions,category
Jaglane burgery ze szpinakiem,http://ervegan.com/wp-content/uploads/2015/12/burgery-ze-szpinakiem-8466-2.jpg,['Składnikina około 8–9 kotletów:1 szklanka rozmrożonego siekanego szpinaku1 szklanka ugotowanejciecierzycy(można użyć takiej z puszki)około ¾ szklanki suchej kaszy jaglanej½–¾ szklanki płatków owsianych2 łyżki oleju2 łyżki siemienia lnianego2 łyżkipłatków drożdżowych3 większe ząbki czosnku1 mała cebula1 łyżeczka sosu sojowegosól i pieprzWydrukuj przepis'],"['1. Kaszę\xa0jaglaną przepłucz i ugotuj, aż będzie miękka.2.\xa0Szpinak przełóż do mniejszej miski (po rozmrożeniu warto odcisnąć nadmiar wody) i dodaj do niego posiekaną cebulę (można ją wcześniej podsmażyć) oraz starty na małej tarce czosnek. Dopraw solą i pieprzem.3. W większej misce rozgnieć ciecierzycę widelcem i dodaj do niej przyprawiony szpinak.4. Kolejno dodaj do masy ugotowaną kaszę jaglaną, zmielone siemię lniane i płatki owsiane rozdrobnione w dłoniach lub lekko zmiksowane w młynku. Wszystko dokładnie wymieszaj, dopraw płatkami drożdżowymi i sosem sojowym. Na koniec dodaj olej.5. Masę odstaw na około 20 minut, aż płatki owsiane i siemię pochłonie wodę, a sama masa zgęstnieje. Gdyby masa okazała się zbyt wilgotna – należy dodać więcej płatków.6. Piekarnik nagrzej na około 200°C i formuj kotlety zwilżonymi dłońmi. Układaj je na blasze wyłożonej papierem do pieczenia i piecz około 20 minut z jednej strony (aż będą odchodzić od papieru), a następnie 10 z drugiej.7. Gotowe burgery zajadaj w bułce z masą dodatków lub jako dodatek do zwykłego obiadu.']",Dania główne
Wegański shepherd’s pie – zapiekanka z soczewicą,http://ervegan.com/wp-content/uploads/2015/11/weganski-shepherds-pie-8388.jpg,"['Składnikina średnią żaroodporną formę (około 4–5 porcji):¾ szklanki suchej soczewicy (użyłem czarnej, ale równie dobra będzie zielona)1 średni batat (lub 2 średnie marchewki)2 łodygi selera naciowego½\xa0szklanki mrożonego zielonego groszku (opcjonalnie)2 cebule1 mały ząbek czosnku (opcjonalnie)2 łyżki oleju½ szklanki\xa0przecieru pomidorowego lub 2 łyżeczki\xa0koncentratu1 łyżka sosu sojowego½ łyżeczki suszonego tymianku lub cała świeżegoszczypta wędzonej paprykiwoda lub warzywny wywar300g ziemniakówmleko sojoweodrobina wegańskiej margaryny (opcjonalnie)2 szczypty gałki muszkatołowejsól, pieprzWydrukuj przepis', '1. Soczewicę namocz w wodzie z małym dodatkiem sody oczyszczonej przez kilka godzin lub we wrzątku przez 2 godziny. Po tym czasie odlej wodę i przepłucz soczewicę. Następnie ugotuj ją al dente.2. W głębokim garnku rozgrzej olej, wrzuć\xa0posiekaną cebulę i podsmaż\xa0przez kilka minut. Dodaj pokrojoną w kostkę marchewkę lub batata i seler naciowy. Wszystko duś pod przykryciem na małym ogniu podlewając od czasu do czasu wodą lub bulionem warzywnym.3. Do miękkich warzyw dodaj soczewicę, opcjonalnie zielony groszek, sos sojowy, tymianek, wędzoną paprykę i przecier pomidorowy. Duś pod przykryciem przez około 15 minut, aż wszystko się połączy.4. W osobnym garnku ugotuj ziemniaki i przygotuj purée ugniatając je tłuczkiem i dodając mleko sojowe, wegańską margarynę i gałkę muszkatołową.5. Piekarnik nagrzej do 180°C, a średnie naczynie żaroodporne nasmaruj odrobiną oleju. Na dno wyłóż równomiernie soczewicę z warzywami, a bezpośrednio na nią purée ziemniaczane. Piecz przez około 25 minut, aż purée zacznie brązowieć i podpieczona skorupka zacznie chrupać. Możesz do tego użyć opcji termoobiegu i grilla w piekarniku.6. Gotowe! Podawaj ze świeżym tymiankiem i zajadaj. Smacznego!']","['1. Soczewicę namocz w wodzie z małym dodatkiem sody oczyszczonej przez kilka godzin lub we wrzątku przez 2 godziny. Po tym czasie odlej wodę i przepłucz soczewicę. Następnie ugotuj ją al dente.2. W głębokim garnku rozgrzej olej, wrzuć\xa0posiekaną cebulę i podsmaż\xa0przez kilka minut. Dodaj pokrojoną w kostkę marchewkę lub batata i seler naciowy. Wszystko duś pod przykryciem na małym ogniu podlewając od czasu do czasu wodą lub bulionem warzywnym.3. Do miękkich warzyw dodaj soczewicę, opcjonalnie zielony groszek, sos sojowy, tymianek, wędzoną paprykę i przecier pomidorowy. Duś pod przykryciem przez około 15 minut, aż wszystko się połączy.4. W osobnym garnku ugotuj ziemniaki i przygotuj purée ugniatając je tłuczkiem i dodając mleko sojowe, wegańską margarynę i gałkę muszkatołową.5. Piekarnik nagrzej do 180°C, a średnie naczynie żaroodporne nasmaruj odrobiną oleju. Na dno wyłóż równomiernie soczewicę z warzywami, a bezpośrednio na nią purée ziemniaczane. Piecz przez około 25 minut, aż purée zacznie brązowieć i podpieczona skorupka zacznie chrupać. Możesz do tego użyć opcji termoobiegu i grilla w piekarniku.6. Gotowe! Podawaj ze świeżym tymiankiem i zajadaj. Smacznego!Smakowało?Wesprzyj mnie i postaw symboliczną kawę, aby pojawiało się więcej takich przepisów!']",Dania główne
Bakłażan faszerowany dynią i jarmużem,http://ervegan.com/wp-content/uploads/2015/11/baklazan-faszerowany-8053.jpg,[],[],Dania główne
Spaghetti tofu bolognese – najlepszy comfort food,http://ervegan.com/wp-content/uploads/2015/10/spaghetti-tofu-bolognese-7884.jpg,"['Warto zaznaczyć, że to megazdrowe żarcie! Ta\xa0porcja tofu (150 g, czyli niepełna kostka) zapewnia dużą dawkę wapnia i zaspokaja zapotrzebowanie na\xa0część aminokwasów egzogennych (wartości różnią się oczywiście od rodzaju tofu, jakiego\xa0używacie). Do tego pełnoziarnisty makaron i sos pomidorowy –\xa0to już prawdziwa potęga odżywcza. Nic nie stoi jednak na przeszkodzie, aby zrobić z tego kilka mniejszych porcji i rozdzielić na kilka dni. Takie spaghetti\xa0może służyć nawet za kolację! Dobra, dobra, i tak wiem, że zjecie od razu…', 'Składniki na 2 duże porcje\xa0lub\xa0kilka mniejszych:2 porcje\xa0ugotowanego\xa0makaronu spaghetti pełnoziarnistego (możesz użyć bezglutenowego)tofu mielone ztego przepisu2 szklanki passaty\xa0pomidorowej\xa0(ew. dobrej jakości pomidory krojone z puszki)1 mała marchewka1 łodyga\xa0selera naciowego½ średniej cebuli1–2 ząbki czosnku2 łyżeczki\xa0oliwy z oliwek½ szklanki czerwonego winamała garść suszonych grzybów, namoczonych\xa0w ciepłej wodzie½ łyżeczki gałki muszkatołowejsól i pieprzkilka łyżek warzywnego bulionu (opcjonalnie woda)do podania: wegański parmezan ztego przepisuświeża bazyliaWydrukuj przepis', '1. Przygotuj tofu mielone zgodnie z tymprzepisem.Jeśli nie masz czasu, nie musisz go piec: wystarczy dobrze podsmażyć na patelni lub w rondlu.Na rozgrzanej patelni z oliwą z oliwek podsmaż czosnek i cebulę, aż się zeszklą. Przełóż je na mały spodeczek lub do miseczki. Na patelni podsmaż bardzo drobno pokrojoną marchewkę i łodygę selera – możesz wspomagać się bulionem warzywnym, aby nic się nie przypaliło.2. Dodaj posiekane grzyby i zalej winem: duś do odparowania alkoholu.3. Na patelnię przelej passatę pomidorową, dodaj czosnek i cebulę i dopraw gałką muszkatołową, solą i pieprzem. Dodaj wcześniej przygotowane tofu. Duś na powolnym ogniu, aż woda odparuje.4. W głębokim garnku z wrzątkiem ugotuj makaron zgodnie z zaleceniami na opakowaniu. Odcedź i rozłóż na talerze lub dodaj na patelnię z sosem i wymieszaj (wersja mniej oficjalna).5.\xa0Na makaron nakładaj porcje sosu bolognese z dodatkiem posiekanej bazylii i wegeparmezanu.Smacznego! Odgrzane na drugi dzień smakuje równie pysznie.']","['1. Przygotuj tofu mielone zgodnie z tymprzepisem.Jeśli nie masz czasu, nie musisz go piec: wystarczy dobrze podsmażyć na patelni lub w rondlu.Na rozgrzanej patelni z oliwą z oliwek podsmaż czosnek i cebulę, aż się zeszklą. Przełóż je na mały spodeczek lub do miseczki. Na patelni podsmaż bardzo drobno pokrojoną marchewkę i łodygę selera – możesz wspomagać się bulionem warzywnym, aby nic się nie przypaliło.2. Dodaj posiekane grzyby i zalej winem: duś do odparowania alkoholu.3. Na patelnię przelej passatę pomidorową, dodaj czosnek i cebulę i dopraw gałką muszkatołową, solą i pieprzem. Dodaj wcześniej przygotowane tofu. Duś na powolnym ogniu, aż woda odparuje.4. W głębokim garnku z wrzątkiem ugotuj makaron zgodnie z zaleceniami na opakowaniu. Odcedź i rozłóż na talerze lub dodaj na patelnię z sosem i wymieszaj (wersja mniej oficjalna).5.\xa0Na makaron nakładaj porcje sosu bolognese z dodatkiem posiekanej bazylii i wegeparmezanu.Smacznego! Odgrzane na drugi dzień smakuje równie pysznie.Smakowało?Wesprzyj mnie i postaw symboliczną kawę, aby pojawiało się więcej takich przepisów!']",Dania główne
Wegańskie mac&cheese – makaronowa zapiekanka z sosem serowym,http://ervegan.com/wp-content/uploads/2015/09/weganskie-mac-cheese-6715.jpg,"['Składnikina 3 – 4 średnie porcje:2 – 3 szklanki makaronu „kolanka”2 średnie ziemniaki1 niecała średnia marchewka½\xa0szklanki orzechów nerkowca, namoczonych przez kilka godzin w wodzie (można pominąć)1 średnia cebula5 łyżekpłatków drożdżowych3 ząbki czosnku1 łyżeczka cebuli\xa0w proszku1 łyżka oliwy z oliwekkilka łyżek wody z gotowania warzywdo podania: szczypior lub dymka, papryka wędzona,wegański parmezanWydrukuj przepis', '1. Na rozgrzanej patelni podsmaż pokrojoną w pióra cebulę oraz zmiażdżony czosnek. W\xa0średnim garnku ugotuj pokrojoną w kostkę marchewkę i ziemniaka – aż będą miękkie (czym mniejsza kostka – tym szybciej się ugotują). Zachowaj wodę.2. Ugotowane warzywa zmiksuj wraz z namoczonymi nerkowcami, podsmażoną cebulką i\xa0dodatkiem wody pozostałej z gotowania – aż do uzyskania pożądanej konsystencji. Dodaj\xa0przyprawy i wszystko dokładnie zblenduj na gładką masę doprawiając dodatkowo solą oraz pieprzem.3. Ugotuj makaron i zalej go serowym sosem. Zapiekaj w żaroodpornym naczyniu bądź\xa0patelni żeliwnej przez około 15 – 25 minut w 200°C, aż wszystko się przypiecze, ser zgęstnieje i powstanie charakterystyczna „skorupka” (polecam funkcję grilla i termoobieg, lecz trzeba pilnować, by przypadkiem zapiekanka się nie spaliła – czas pieczenia to\xa0kwestia indywidualna i zależna od Waszych preferencji).4. Podawaj ze szczypiorkiem oprószone papryką wędzona iwegańskim parmezanem. Smacznego!']",[],Dania główne
Dyniowe curry z czerwoną soczewicą,https://ervegan.com/wp-content/uploads/2015/09/dyniowe-curry-z-soczewica-6414-e1473854216901.jpg,[],[],Dania główne
Najlepsze wegańskie klopsiki z makaronem z cukinii,http://ervegan.com/wp-content/uploads/2015/07/IMG_4821.jpg,"['Składnikina około 3 porcje:klopsiki(15 szt.)200g / 1 szklanka suchej kaszy jaglanej2 białe cebule3 szklanki drobno pokrojonych świeżych pieczarekgarść włoskich orzechów2 łyżki płatków drożdżowych1 łyżeczka papryki wędzonej½ łyżeczki zmielonego ziela angielskiego½ łyżeczki kuminu (opcjonalnie)2 łyżki oliwy z oliwek1 łyżka sosu sojowegosól, pieprzsalsa:\xa02 pomidorydużo świeżych liści bazylii1 łyżka oliwy z oliweksól i pieprz do smakumakaron: 2 cukinie, sok z cytrynyWydrukuj przepis', '1. Kasze jaglaną porządnie opłucz i zalej ją 1¼ – 1½ szklanki wrzątku i gotuj na średnim ogniu pod przykryciem, aż kasza będzie ugotowana na półsypko.2. Na mocno rozgrzanej patelni z oliwą z oliwek podsmaż drobno posiekaną cebulę, pod koniec dodaj ziele angielskie, przełóż do garnka z ugotowaną kaszą jaglaną i wymieszaj.3. Na tej samej patelni, bez mycia i kolejnego dodatku tłuszczu podsmaż pieczarki. Od razu po wrzuceniu ich na patelnię dodaj odrobinę soli, a szybciej puszczą sok. Smaż pieczarki, aż cały sok wyparuje, ale nie będą one suche. Pieczarki przełóż do garnka z kaszą i cebulą.4. Do masy dodaj przyprawy oraz lekko podprażone i starte orzechy włoskie.Dodaj sos sojowy i porządnie wymieszaj całą masę.5. Piekarnik nagrzej na około 220 stopni, a z masy formuj zwilżonymi dłońmi małe klopsikii układaj je na wyłożonej papierem do pieczenia blasze.6. Klopsiki piecz przez około 30 minut, a w połowie czasu odwróć je na drugą stronę podważając je lekko widelcem.\xa0Dla chrupiącej skórki włącz funkcję grilla i termoobiegu, ale uważaj, by się nie spaliły!7. W między czasie pokrój w kostkę pomidora i wymieszaj z posiekaną bazylią oraz z oliwą oliwek, dopraw całość solą i pieprzem. Salsę odłóż do lodówki.8. Cukinię porządnie obierz obieraczką typu „julienne” do momentu, aż zaczną pojawiać się widoczne pestki, dopraw solą. Resztki możesz bez problemu wykorzystać do sezonowego leczo.9. Wszystko razem podawaj w głębokim talerzu, makaron dodatkowo dopraw pieprzem oraz solą, ułóż na nim klopsiki, a następnie dodaj pomidorową salsę. Dodatkowo możesz posypać całe danie płatkami drożdżowymi. Gotowe, smacznego!']","['1. Kasze jaglaną porządnie opłucz i zalej ją 1¼ – 1½ szklanki wrzątku i gotuj na średnim ogniu pod przykryciem, aż kasza będzie ugotowana na półsypko.2. Na mocno rozgrzanej patelni z oliwą z oliwek podsmaż drobno posiekaną cebulę, pod koniec dodaj ziele angielskie, przełóż do garnka z ugotowaną kaszą jaglaną i wymieszaj.3. Na tej samej patelni, bez mycia i kolejnego dodatku tłuszczu podsmaż pieczarki. Od razu po wrzuceniu ich na patelnię dodaj odrobinę soli, a szybciej puszczą sok. Smaż pieczarki, aż cały sok wyparuje, ale nie będą one suche. Pieczarki przełóż do garnka z kaszą i cebulą.4. Do masy dodaj przyprawy oraz lekko podprażone i starte orzechy włoskie.Dodaj sos sojowy i porządnie wymieszaj całą masę.5. Piekarnik nagrzej na około 220 stopni, a z masy formuj zwilżonymi dłońmi małe klopsikii układaj je na wyłożonej papierem do pieczenia blasze.6. Klopsiki piecz przez około 30 minut, a w połowie czasu odwróć je na drugą stronę podważając je lekko widelcem.\xa0Dla chrupiącej skórki włącz funkcję grilla i termoobiegu, ale uważaj, by się nie spaliły!7. W między czasie pokrój w kostkę pomidora i wymieszaj z posiekaną bazylią oraz z oliwą oliwek, dopraw całość solą i pieprzem. Salsę odłóż do lodówki.8. Cukinię porządnie obierz obieraczką typu „julienne” do momentu, aż zaczną pojawiać się widoczne pestki, dopraw solą. Resztki możesz bez problemu wykorzystać do sezonowego leczo.9. Wszystko razem podawaj w głębokim talerzu, makaron dodatkowo dopraw pieprzem oraz solą, ułóż na nim klopsiki, a następnie dodaj pomidorową salsę. Dodatkowo możesz posypać całe danie płatkami drożdżowymi. Gotowe, smacznego!Smakowało?Wesprzyj mnie i postaw symboliczną kawę, aby pojawiało się więcej takich przepisów!']",Dania główne
Chrupiące medaliony z bakłażana,http://ervegan.com/wp-content/uploads/2015/07/IMG_4598.jpg,"['Składnikina medaliony:1 średniej wielkości bakłażan3 – 4 łyżki siemienia lnianego2 łyżki sezamu1½szklanki pestek dyni½łyżeczki kuminu1 łyżeczka papryki wędzonej1 łyżka płatków drożdżowychsól, pieprzoliwa z oliwek lub olejWydrukuj przepis']","['1. Bakłażana pokrój na 1 cm plastry, oprósz delikatnie solą i natrzyj.Odstaw na kilka\xa0minut.2. Przygotuj panierkę: zmielone siemię lniane razem z sezamem zalej ciepłą wodą aż utworzy się gęsta papka. Dokładnie wymieszaj i dodaj odrobinę pieprzu.3. Pestki dyni zmiel w młynku i wymieszaj z wędzona papryką, kuminem, płatkami drożdżowymi oraz odrobiną soli. Dodaj również swoje ulubione przyprawy.4. Plastry bakłażana opłucz\xa0pod bieżącą wodą i panieruj najpierw obtaczając w siemieniowym kleiku, a następnie w pestkach dyni, dociskając i dbając o to, by mocno się przykleiły. Zazwyczaj uklepuję mocno plastry widelcem w panierce.5. Medaliony smaż na mocno(!) rozgrzanej patelni z oliwą z oliwek z dwóch stron.Podawaj z dowolnym miksem sałat i młodymi ziemniaczkami, bądź właduj do porządnego burgera. Smacznego!Smakowało?Wesprzyj mnie i postaw symboliczną kawę, aby pojawiało się więcej takich przepisów!']",Dania główne
Pieczone młode ziemniaki w orzeźwiającej sałatce z bobem,http://ervegan.com/wp-content/uploads/2015/07/IMG_4441.jpg,"['Składnikina średnio 4 porcje:750g młodych ziemniaków małej wielkości1 łyżka oliwy500g świeżego bobu1 ogórekgarść świeżych listków miętysok z 1/2 cytrynysól, pieprzodrobina dowolnej sałaty do podania (u mnie endywia)Wydrukuj przepis']","['1. Ziemniaki porządnie wyszoruj gąbką i umyj pod bieżącą wodą. W misce natrzyj je dokładnie oliwą i większe sztuki poprzekrawaj na połówki i ćwiartki. Wstaw do nagrzanego piekarnika na 220 stopni w naczyniu żaroodpornym. Piecz aż będą miękkie, średnio 40 minut, ale zależy to od ich wielkości i odmiany.2. Bób ugotuj przez kilka (do 10) minut w lekko osolonej wodzie, a następnie przelej zimną wodą z lodem i obierz z łupinek.3. Ogórka pokrój na 4 części, a następnie na małe kawałki. Dodaj do nich posiekaną miętę oraz sok z cytryny, sól i pieprz.4.\xa0Do ogórka i mięty dodaj bób i porządnie zamieszaj. Nałóż\xa0na talerz razem z pieczonymi ziemniakami i posyp pozostałością mięty. Smacznego!']",Dania główne
Prosta cukinia z groszkiem cukrowym i ziołowym tofu,https://ervegan.com/wp-content/uploads/2015/06/IMG_4133.jpg,[],[],Dania główne
Koperkowe kotlety z młodej kapusty,http://ervegan.com/wp-content/uploads/2015/06/IMG_3755.jpg,"['Najważniejszym punktem tego przepisu jest bardzo dokładne odciśnięcie soku z kapusty, którego jest całkiem sporo gdy się kapustę poszatkuje, ugniecie dłońmi i odstawi na kilka minut. Oczywiście soku nie wylewamy, najlepiej odciskać go prosto na sito nad miską bądź szeroką szklanką. Na zdrowie!Jako że do masy dodaję surową kapustę, to podczas pieczenia kotletów zmienia ona swoją strukturę, staje się bardziej miękka i wodnista, trzeba mieć to na uwadze w momencie dodawania płatków owsianych, których ilość zależy od wilgotności masy.', 'Składnikina około 12 burgerów:1 mała młoda kapusta – 3 szklanki posiekanej blenderem½ szklanki suchej kaszy jaglanej1 szklanka ugotowanej ciecierzycy½ – 1 szklanka zmielonych płatków owsianych (mąki owsianej)½ dużego pęczka kopru razem z korzonkami2 łyżki sosu sojowego1 łyżeczka octu winnego, bądź jabłkowego¼ szklanki łagodnego oleju3 łyżki zmielonego siemienia lnianego1 łyżeczka papryki wędzonej1 łyżeczka mielonej kolendry1 łyżeczka sproszkowanego czosnkusól, pieprzWydrukuj przepis', '1. Kaszę jaglaną przelej wrzątkiem i przepłucz, a następnie ugotuj\xa0(uwaga by nie rozgotować na paćkę).2. Kapustę pokrój na ósemki i posiekaj w blenderze z przystawką z nożem „S”, lub zetrzyj dokładnie na grubej tarce. Pognieć, powyrabiaj kapustę dłońmi i odstaw.3. W blenderze, bądź małej misce zmiksuj: ciecierzycę, olej, ocet, sos sojowy – na gładka masę. Przełóż do dużej miski razem z ugotowaną kaszą dodając posiekany koperek.4. Kapustę porządnie odciśnij małymi porcjami w dłoniach bądź na sicie. Czym więcej soku odciśniesz, tym lepiej.5. Do miski z ciecierzycą i kaszą dodaj kapustę, porządnie wymieszaj. Dodaj przyprawy oraz siemię lniane. Dodaj ½ szklanki płatków owsianych i porządnie wymieszaj. Odstaw na kilka minut, aby płatki i siemię wchłonęły wodę. Gdyby masa była zbyt wilgotna i rzadka – dodaj więcej mąki z płatków owsianych.6. Z masy formuj zwilżonymi wodą dłońmi kotlety i układaj je na blasze wyłożonej papierem do pieczenia. Piecz w piekarniku ustawionym na 220 stopni przez około 30 minut, następnie obróć delikatnie na drugą stronę i piecz przez około 15 – 20 minut z funkcją termoobiegu. Podawaj z młodymi ziemniaczkami, koperkiem i lekką sałatką, smacznego!']","['1. Kaszę jaglaną przelej wrzątkiem i przepłucz, a następnie ugotuj\xa0(uwaga by nie rozgotować na paćkę).2. Kapustę pokrój na ósemki i posiekaj w blenderze z przystawką z nożem „S”, lub zetrzyj dokładnie na grubej tarce. Pognieć, powyrabiaj kapustę dłońmi i odstaw.3. W blenderze, bądź małej misce zmiksuj: ciecierzycę, olej, ocet, sos sojowy – na gładka masę. Przełóż do dużej miski razem z ugotowaną kaszą dodając posiekany koperek.4. Kapustę porządnie odciśnij małymi porcjami w dłoniach bądź na sicie. Czym więcej soku odciśniesz, tym lepiej.5. Do miski z ciecierzycą i kaszą dodaj kapustę, porządnie wymieszaj. Dodaj przyprawy oraz siemię lniane. Dodaj ½ szklanki płatków owsianych i porządnie wymieszaj. Odstaw na kilka minut, aby płatki i siemię wchłonęły wodę. Gdyby masa była zbyt wilgotna i rzadka – dodaj więcej mąki z płatków owsianych.6. Z masy formuj zwilżonymi wodą dłońmi kotlety i układaj je na blasze wyłożonej papierem do pieczenia. Piecz w piekarniku ustawionym na 220 stopni przez około 30 minut, następnie obróć delikatnie na drugą stronę i piecz przez około 15 – 20 minut z funkcją termoobiegu. Podawaj z młodymi ziemniaczkami, koperkiem i lekką sałatką, smacznego!']",Dania główne
